创建时间,收货省,订单号,订单量,总量
2019/5/3 8:19,北京市,DD1556678522229,24134,5004
2019/5/3 8:19,北京市,DD1556678522229,24134,1200
2019/5/3 8:19,北京市,DD1556678522229,24134,1200
2019/5/3 8:19,北京市,DD1556678522229,24134,2400
2019/5/3 8:59,河南省,DD1556678522227,21070,50
2019/5/3 8:59,河南省,DD1556678522227,21070,3000
2019/5/3 8:59,河南省,DD1556678522227,21070,1960
2019/5/3 8:59,河南省,DD1556678522227,21070,5000
2019/5/3 8:59,河南省,DD1556678522227,21070,6000
2019/5/3 8:59,河南省,DD1556678522227,21070,5000
2019/5/3 8:59,河南省,DD1556678522227,21070,60
2019/5/3 9:50,浙江省,DD1556678522225,22466,600
2019/5/3 9:50,浙江省,DD1556678522225,22466,600
2019/5/3 9:50,浙江省,DD1556678522225,22466,3600
2019/5/3 9:50,浙江省,DD1556678522225,22466,30
2019/5/3 9:50,浙江省,DD1556678522225,22466,600
2019/5/3 9:50,浙江省,DD1556678522225,22466,36
2019/5/3 9:50,浙江省,DD1556678522225,22466,15000
2019/5/3 9:50,浙江省,DD1556678522225,22466,2000
2019/5/2 8:19,河南省,DD1556678824475,20060,2000
2019/5/2 8:19,河南省,DD1556678824475,20060,60
2019/5/2 8:19,河南省,DD1556678824475,20060,7000
2019/5/2 8:19,河南省,DD1556678824475,20060,10000
2019/5/2 8:19,河南省,DD1556678824475,20060,1000
2019/5/3 9:40,四川省,DD1556679125794,15560,4000
2019/5/3 9:40,四川省,DD1556679125794,15560,60
2019/5/3 9:40,四川省,DD1556679125794,15560,2000
2019/5/3 9:40,四川省,DD1556679125794,15560,1000
2019/5/3 9:40,四川省,DD1556679125794,15560,100
2019/5/3 9:40,四川省,DD1556679125794,15560,1500
2019/5/3 9:40,四川省,DD1556679125794,15560,1500
2019/5/3 9:40,四川省,DD1556679125794,15560,1000
2019/5/3 9:40,四川省,DD1556679125794,15560,2000
2019/5/3 9:40,四川省,DD1556679125794,15560,1200
2019/5/3 9:40,四川省,DD1556679125794,15560,1200
2019/5/2 18:23,安徽省,DD1556679125792,15760,360
2019/5/2 18:23,安徽省,DD1556679125792,15760,1200
2019/5/2 18:23,安徽省,DD1556679125792,15760,600
2019/5/2 18:23,安徽省,DD1556679125792,15760,11000
2019/5/2 18:23,安徽省,DD1556679125792,15760,600
2019/5/2 18:23,安徽省,DD1556679125792,15760,600
2019/5/2 18:23,安徽省,DD1556679125792,15760,1400
2019/5/2 18:23,安徽省,DD1556679426891,600,600
2019/5/3 8:59,北京市,DD1556680636913,19600,3000
2019/5/3 8:59,北京市,DD1556680636913,19600,6000
2019/5/3 8:59,北京市,DD1556680636913,19600,2000
2019/5/3 8:59,北京市,DD1556680636913,19600,500
2019/5/3 8:59,北京市,DD1556680636913,19600,5000
2019/5/3 8:59,北京市,DD1556680636913,19600,100
2019/5/3 8:59,北京市,DD1556680636913,19600,3000
2019/5/3 10:50,湖南省,DD1556680636915,19590,60
2019/5/3 10:50,湖南省,DD1556680636915,19590,30
2019/5/3 10:50,湖南省,DD1556680636915,19590,10000
2019/5/3 10:50,湖南省,DD1556680636915,19590,9500
2019/5/2 14:21,江苏省,DD1556681540783,5880,3480
2019/5/2 14:21,江苏省,DD1556681540783,5880,2400
2019/5/1 16:34,上海市,DD1556683657522,2600,2000
2019/5/1 16:34,上海市,DD1556683657522,2600,600
2019/5/3 11:30,北京市,DD1556683657520,25074,3000
2019/5/3 11:30,北京市,DD1556683657520,25074,1500
2019/5/3 11:30,北京市,DD1556683657520,25074,1500
2019/5/3 11:30,北京市,DD1556683657520,25074,50
2019/5/3 11:30,北京市,DD1556683657520,25074,5000
2019/5/3 11:30,北京市,DD1556683657520,25074,5000
2019/5/3 11:30,北京市,DD1556683657520,25074,24
2019/5/3 11:30,北京市,DD1556683657520,25074,2000
2019/5/3 11:30,北京市,DD1556683657520,25074,1500
2019/5/3 11:30,北京市,DD1556683657520,25074,2000
2019/5/3 11:30,北京市,DD1556683657520,25074,2000
2019/5/3 11:30,北京市,DD1556683657520,25074,1500
2019/5/3 10:10,江苏省,DD1556683958164,21566,30
2019/5/3 10:10,江苏省,DD1556683958164,21566,5000
2019/5/3 10:10,江苏省,DD1556683958164,21566,15000
2019/5/3 10:10,江苏省,DD1556683958164,21566,36
2019/5/3 10:10,江苏省,DD1556683958164,21566,1500
2019/5/3 12:41,山东省,DD1556688789060,7200,7200
2019/5/1 16:34,上海市,DD1556689090416,960,960
2019/5/1 15:53,上海市,DD1556689090418,30000,30000
2019/5/3 12:41,江苏省,DD1556689090414,2370,1000
2019/5/3 12:41,江苏省,DD1556689090414,2370,300
2019/5/3 12:41,江苏省,DD1556689090414,2370,70
2019/5/3 12:41,江苏省,DD1556689090414,2370,1000
2019/5/3 13:41,安徽省,DD1556689392012,6500,1000
2019/5/3 13:41,安徽省,DD1556689392012,6500,500
2019/5/3 13:41,安徽省,DD1556689392012,6500,1000
2019/5/3 13:41,安徽省,DD1556689392012,6500,2000
2019/5/3 13:41,安徽省,DD1556689392012,6500,2000
2019/5/2 8:39,江苏省,DD1556689694120,7160,60
2019/5/2 8:39,江苏省,DD1556689694120,7160,5000
2019/5/2 8:39,江苏省,DD1556689694120,7160,2000
2019/5/2 8:39,江苏省,DD1556689694120,7160,100
2019/5/3 8:09,北京市,DD1556689694122,2000,2000
2019/5/3 10:20,安徽省,DD1556690301283,6500,2000
2019/5/3 10:20,安徽省,DD1556690301283,6500,1000
2019/5/3 10:20,安徽省,DD1556690301283,6500,1000
2019/5/3 10:20,安徽省,DD1556690301283,6500,2000
2019/5/3 10:20,安徽省,DD1556690301283,6500,500
2019/5/1 14:33,重庆市,DD1556690903235,5600,1000
2019/5/1 14:33,重庆市,DD1556690903235,5600,800
2019/5/1 14:33,重庆市,DD1556690903235,5600,3800
2019/5/1 14:43,重庆市,DD1556690903235,5600,1000
2019/5/1 14:43,重庆市,DD1556690903235,5600,800
2019/5/1 14:43,重庆市,DD1556690903235,5600,3800
2019/5/1 15:03,四川省,DD1556691204526,3500,2000
2019/5/1 15:03,四川省,DD1556691204526,3500,1500
2019/5/3 10:20,湖北省,DD1556691806277,6600,3300
2019/5/3 10:20,湖北省,DD1556691806277,6600,3300
2019/5/3 13:11,安徽省,DD1556692709213,30000,30000
2019/5/2 16:42,北京市,DD1556692709211,6612,800
2019/5/2 16:42,北京市,DD1556692709211,6612,1008
2019/5/2 16:42,北京市,DD1556692709211,6612,1000
2019/5/2 16:42,北京市,DD1556692709211,6612,1800
2019/5/2 16:42,北京市,DD1556692709211,6612,2004
2019/5/2 13:11,江苏省,DD1556693010839,10000,5000
2019/5/2 13:11,江苏省,DD1556693010839,10000,5000
2019/5/3 14:31,江苏省,DD1556693010841,6006,6006
2019/5/3 9:50,浙江省,DD1556693915908,20510,2400
2019/5/3 9:50,浙江省,DD1556693915908,20510,15000
2019/5/3 9:50,浙江省,DD1556693915908,20510,3000
2019/5/3 9:50,浙江省,DD1556693915908,20510,60
2019/5/3 9:50,浙江省,DD1556693915908,20510,50
2019/5/2 17:52,江苏省,DD1556694821561,6800,300
2019/5/2 17:52,江苏省,DD1556694821561,6800,5000
2019/5/2 17:52,江苏省,DD1556694821561,6800,500
2019/5/2 17:52,江苏省,DD1556694821561,6800,1000
2019/5/2 16:02,江苏省,DD1556694821561,6800,300
2019/5/2 16:02,江苏省,DD1556694821561,6800,5000
2019/5/2 16:02,江苏省,DD1556694821561,6800,500
2019/5/2 16:02,江苏省,DD1556694821561,6800,1000
2019/5/2 15:01,江苏省,DD1556694821563,5005,5005
2019/5/1 16:04,浙江省,DD1556695122878,10000,10000
2019/5/3 13:51,江苏省,DD1556696325649,1600,300
2019/5/3 13:51,江苏省,DD1556696325649,1600,300
2019/5/3 13:51,江苏省,DD1556696325649,1600,1000
2019/5/2 13:41,江苏省,DD1556696325651,30000,30000
2019/5/3 11:00,江苏省,DD1556697229661,2400,1200
2019/5/3 11:00,江苏省,DD1556697229661,2400,1200
2019/5/2 16:32,重庆市,DD1556698435882,5110,60
2019/5/2 16:32,重庆市,DD1556698435882,5110,50
2019/5/2 16:32,重庆市,DD1556698435882,5110,3000
2019/5/2 16:32,重庆市,DD1556698435882,5110,2000
2019/5/2 16:02,湖南省,DD1556698435884,10000,10000
2019/5/3 11:00,江苏省,DD1556699639580,10600,600
2019/5/3 11:00,江苏省,DD1556699639580,10600,10000
2019/5/3 10:00,江苏省,DD1556699639578,10600,600
2019/5/3 10:00,江苏省,DD1556699639578,10600,10000
2019/5/1 16:54,上海市,DD1556699940241,44,24
2019/5/1 16:54,上海市,DD1556699940241,44,20
2019/5/2 8:29,上海市,DD1556700843373,5060,5000
2019/5/2 8:29,上海市,DD1556700843373,5060,60
2019/5/1 18:34,江苏省,DD1556701147687,5135,1000
2019/5/1 18:34,江苏省,DD1556701147687,5135,335
2019/5/1 18:34,江苏省,DD1556701147687,5135,300
2019/5/1 18:34,江苏省,DD1556701147687,5135,200
2019/5/1 18:34,江苏省,DD1556701147687,5135,500
2019/5/1 18:34,江苏省,DD1556701147687,5135,1200
2019/5/1 18:34,江苏省,DD1556701147687,5135,100
2019/5/1 18:34,江苏省,DD1556701147687,5135,500
2019/5/1 18:34,江苏省,DD1556701147687,5135,1000
2019/5/2 10:10,江苏省,DD1556701147691,2400,2400
2019/5/3 17:32,河南省,DD1556701753306,30,30
2019/5/1 18:55,重庆市,DD1556702054562,28260,2400
2019/5/1 18:55,重庆市,DD1556702054562,28260,100
2019/5/1 18:55,重庆市,DD1556702054562,28260,2000
2019/5/1 18:55,重庆市,DD1556702054562,28260,1200
2019/5/1 18:55,重庆市,DD1556702054562,28260,3000
2019/5/1 18:55,重庆市,DD1556702054562,28260,3000
2019/5/1 18:55,重庆市,DD1556702054562,28260,1500
2019/5/1 18:55,重庆市,DD1556702054562,28260,3000
2019/5/1 18:55,重庆市,DD1556702054562,28260,7000
2019/5/1 18:55,重庆市,DD1556702054562,28260,3000
2019/5/1 18:55,重庆市,DD1556702054562,28260,60
2019/5/1 18:55,重庆市,DD1556702054562,28260,2000
2019/5/2 18:13,安徽省,DD1556704472142,120,120
2019/5/2 11:20,浙江省,DD1556754906901,1200,1200
2019/5/2 11:40,四川省,DD1556754906898,2400,2400
2019/5/2 9:29,江苏省,DD1556756720177,560,200
2019/5/2 9:29,江苏省,DD1556756720177,560,360
2019/5/3 16:12,河南省,DD1556757021417,21961,3000
2019/5/3 16:12,河南省,DD1556757021417,21961,24
2019/5/3 16:12,河南省,DD1556757021417,21961,50
2019/5/3 16:12,河南省,DD1556757021417,21961,3000
2019/5/3 16:12,河南省,DD1556757021417,21961,2000
2019/5/3 16:12,河南省,DD1556757021417,21961,1008
2019/5/3 16:12,河南省,DD1556757021417,21961,10000
2019/5/3 16:12,河南省,DD1556757021417,21961,875
2019/5/3 16:12,河南省,DD1556757021417,21961,2004
2019/5/2 12:00,安徽省,DD1556757021420,20008.6,166.6
2019/5/2 12:00,安徽省,DD1556757021420,20008.6,1560
2019/5/2 12:00,安徽省,DD1556757021420,20008.6,1000
2019/5/2 12:00,安徽省,DD1556757021420,20008.6,2178
2019/5/2 12:00,安徽省,DD1556757021420,20008.6,4008
2019/5/2 12:00,安徽省,DD1556757021420,20008.6,2496
2019/5/2 12:00,安徽省,DD1556757021420,20008.6,1900
2019/5/2 12:00,安徽省,DD1556757021420,20008.6,2400
2019/5/2 12:00,安徽省,DD1556757021420,20008.6,2600
2019/5/2 12:00,安徽省,DD1556757021420,20008.6,500
2019/5/2 12:00,安徽省,DD1556757021420,20008.6,1200
2019/5/5 20:11,吉林省,DD1556757322780,5625,5625
2019/5/4 9:39,黑龙江省,DD1556757322778,7648.8,5625
2019/5/4 9:39,黑龙江省,DD1556757322778,7648.8,597.6
2019/5/4 9:39,黑龙江省,DD1556757322778,7648.8,277.2
2019/5/4 9:39,黑龙江省,DD1556757322778,7648.8,300
2019/5/4 9:39,黑龙江省,DD1556757322778,7648.8,412.5
2019/5/4 9:39,黑龙江省,DD1556757322778,7648.8,189
2019/5/4 9:39,黑龙江省,DD1556757322778,7648.8,247.5
2019/5/2 15:42,辽宁省,DD1556757322782,11250,11250
2019/5/4 8:18,上海市,DD1556757322776,16260,15000
2019/5/4 8:18,上海市,DD1556757322776,16260,1200
2019/5/4 8:18,上海市,DD1556757322776,16260,60
2019/5/3 14:01,江苏省,DD1556757925411,27700,840
2019/5/3 14:01,江苏省,DD1556757925411,27700,15000
2019/5/3 14:01,江苏省,DD1556757925411,27700,5000
2019/5/3 14:01,江苏省,DD1556757925411,27700,1000
2019/5/3 14:01,江苏省,DD1556757925411,27700,1800
2019/5/3 14:01,江苏省,DD1556757925411,27700,3000
2019/5/3 14:01,江苏省,DD1556757925411,27700,60
2019/5/3 14:01,江苏省,DD1556757925411,27700,1000
2019/5/3 17:12,河南省,DD1556757925413,12000,12000
2019/5/4 7:58,湖北省,DD1556757925409,26554,3000
2019/5/4 7:58,湖北省,DD1556757925409,26554,2000
2019/5/4 7:58,湖北省,DD1556757925409,26554,1500
2019/5/4 7:58,湖北省,DD1556757925409,26554,1000
2019/5/4 7:58,湖北省,DD1556757925409,26554,2500
2019/5/4 7:58,湖北省,DD1556757925409,26554,30
2019/5/4 7:58,湖北省,DD1556757925409,26554,1000
2019/5/4 7:58,湖北省,DD1556757925409,26554,2500
2019/5/4 7:58,湖北省,DD1556757925409,26554,6000
2019/5/4 7:58,湖北省,DD1556757925409,26554,24
2019/5/4 7:58,湖北省,DD1556757925409,26554,6000
2019/5/4 7:58,湖北省,DD1556757925409,26554,1000
2019/5/3 16:52,安徽省,DD1556758527627,8350,3000
2019/5/3 16:52,安徽省,DD1556758527627,8350,2850
2019/5/3 16:52,安徽省,DD1556758527627,8350,2500
2019/5/3 16:42,河南省,DD1556758829018,20610,1200
2019/5/3 16:42,河南省,DD1556758829018,20610,500
2019/5/3 16:42,河南省,DD1556758829018,20610,1200
2019/5/3 16:42,河南省,DD1556758829018,20610,60
2019/5/3 16:42,河南省,DD1556758829018,20610,5000
2019/5/3 16:42,河南省,DD1556758829018,20610,600
2019/5/3 16:42,河南省,DD1556758829018,20610,10000
2019/5/3 16:42,河南省,DD1556758829018,20610,2000
2019/5/3 16:42,河南省,DD1556758829018,20610,50
2019/5/4 8:38,陕西省,DD1556758829026,16262,50
2019/5/4 8:38,陕西省,DD1556758829026,16262,15000
2019/5/4 8:38,陕西省,DD1556758829026,16262,12
2019/5/4 8:38,陕西省,DD1556758829026,16262,1200
2019/5/4 8:28,江苏省,DD1556758829024,28200,500
2019/5/4 8:28,江苏省,DD1556758829024,28200,2400
2019/5/4 8:28,江苏省,DD1556758829024,28200,19000
2019/5/4 8:28,江苏省,DD1556758829024,28200,5000
2019/5/4 8:28,江苏省,DD1556758829024,28200,100
2019/5/4 8:28,江苏省,DD1556758829024,28200,600
2019/5/4 8:28,江苏省,DD1556758829024,28200,600
2019/5/4 8:08,北京市,DD1556758829022,23774,6000
2019/5/4 8:08,北京市,DD1556758829022,23774,4000
2019/5/4 8:08,北京市,DD1556758829022,23774,2500
2019/5/4 8:08,北京市,DD1556758829022,23774,2500
2019/5/4 8:08,北京市,DD1556758829022,23774,1200
2019/5/4 8:08,北京市,DD1556758829022,23774,3000
2019/5/4 8:08,北京市,DD1556758829022,23774,50
2019/5/4 8:08,北京市,DD1556758829022,23774,24
2019/5/4 8:08,北京市,DD1556758829022,23774,3000
2019/5/4 8:08,北京市,DD1556758829022,23774,1500
2019/5/4 8:18,湖北省,DD1556758829030,15000,15000
2019/5/2 14:21,辽宁省,DD1556758829028,11250,11250
2019/5/3 15:32,河南省,DD1556758829020,2114,50
2019/5/3 15:32,河南省,DD1556758829020,2114,2004
2019/5/3 15:32,河南省,DD1556758829020,2114,60
2019/5/3 17:32,青海省,DD1556759432113,18100,2000
2019/5/3 17:32,青海省,DD1556759432113,18100,3000
2019/5/3 17:32,青海省,DD1556759432113,18100,5000
2019/5/3 17:32,青海省,DD1556759432113,18100,2400
2019/5/3 17:32,青海省,DD1556759432113,18100,3000
2019/5/3 17:32,青海省,DD1556759432113,18100,300
2019/5/3 17:32,青海省,DD1556759432113,18100,2400
2019/5/2 10:20,江苏省,DD1556759432111,740,240
2019/5/2 10:20,江苏省,DD1556759432111,740,500
2019/5/3 9:29,吉林省,DD1556759432109,15060,15000
2019/5/3 9:29,吉林省,DD1556759432109,15060,60
2019/5/4 8:28,四川省,DD1556759734198,28134,4008
2019/5/4 8:28,四川省,DD1556759734198,28134,2004
2019/5/4 8:28,四川省,DD1556759734198,28134,2004
2019/5/4 8:28,四川省,DD1556759734198,28134,3000
2019/5/4 8:28,四川省,DD1556759734198,28134,3000
2019/5/4 8:28,四川省,DD1556759734198,28134,2004
2019/5/4 8:28,四川省,DD1556759734198,28134,5000
2019/5/4 8:28,四川省,DD1556759734198,28134,3000
2019/5/4 8:28,四川省,DD1556759734198,28134,50
2019/5/4 8:28,四川省,DD1556759734198,28134,60
2019/5/4 8:28,四川省,DD1556759734198,28134,2000
2019/5/4 8:28,四川省,DD1556759734198,28134,2004
2019/5/4 8:48,江苏省,DD1556759734200,20220,20000
2019/5/4 8:48,江苏省,DD1556759734200,20220,120
2019/5/4 8:48,江苏省,DD1556759734200,20220,100
2019/5/4 9:08,浙江省,DD1556759734196,30610,50
2019/5/4 9:08,浙江省,DD1556759734196,30610,1200
2019/5/4 9:08,浙江省,DD1556759734196,30610,3600
2019/5/4 9:08,浙江省,DD1556759734196,30610,60
2019/5/4 9:08,浙江省,DD1556759734196,30610,500
2019/5/4 9:08,浙江省,DD1556759734196,30610,1200
2019/5/4 9:08,浙江省,DD1556759734196,30610,5700
2019/5/4 9:08,浙江省,DD1556759734196,30610,1200
2019/5/4 9:08,浙江省,DD1556759734196,30610,8000
2019/5/4 9:08,浙江省,DD1556759734196,30610,1000
2019/5/4 9:08,浙江省,DD1556759734196,30610,7600
2019/5/4 9:08,浙江省,DD1556759734196,30610,500
2019/5/4 8:08,四川省,DD1556759734198,28134,4008
2019/5/4 8:08,四川省,DD1556759734198,28134,2004
2019/5/4 8:08,四川省,DD1556759734198,28134,2004
